Date,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,2016/05/13,
Time,03:00:00,03:05:00,03:10:00,03:15:00,03:20:00,03:25:00,03:30:00,03:35:00,03:40:00,03:45:00,03:50:00,03:55:00,
Memo,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,EKO WISER,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,
Sensor Temp.(deg),24.6,24.7,24.7,24.6,24.7,24.7,24.6,24.6,24.6,24.6,24.6,24.6,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
287.77,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,
288.21,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
288.65,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,
289.08,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,
289.52,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,
289.95,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,
290.39,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,
290.82,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,
291.26,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,
291.69,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,
292.13,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,
292.56,-0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
293.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,
293.43,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,
293.87,-0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,
294.30,-0.00,-0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,
294.74,-0.03,-0.03,-0.01,0.00,-0.02,-0.00,-0.03,0.00,-0.00,-0.01,-0.01,-0.01,
295.17,-0.04,-0.03,0.00,-0.00,-0.01,-0.01,-0.02,-0.01,-0.01,-0.00,-0.00,-0.00,
295.61,-0.03,-0.03,0.01,-0.01,-0.01,-0.01,-0.02,-0.03,-0.02,-0.01,-0.00,-0.00,
296.04,-0.03,-0.03,0.01,-0.01,-0.02,0.00,-0.02,-0.02,-0.02,-0.02,-0.01,0.00,
296.47,-0.05,-0.03,-0.00,-0.01,0.00,0.01,0.00,-0.01,-0.02,-0.03,-0.02,0.01,
296.91,-0.04,-0.02,0.01,-0.00,0.00,0.01,0.00,-0.01,-0.01,-0.04,-0.02,0.01,
297.34,-0.03,-0.01,0.00,-0.01,-0.02,0.01,-0.02,-0.00,-0.00,-0.03,-0.01,0.00,
297.78,-0.04,-0.01,-0.01,-0.01,-0.02,-0.00,-0.02,0.02,0.02,-0.01,-0.01,0.01,
298.21,-0.03,-0.02,-0.00,-0.01,-0.00,-0.01,-0.02,0.00,0.00,-0.01,-0.00,0.01,
298.65,-0.03,-0.00,0.01,-0.01,-0.01,-0.02,-0.03,0.00,-0.00,-0.00,0.01,-0.00,
299.08,-0.00,0.00,0.00,-0.02,-0.02,-0.00,-0.03,-0.00,-0.01,-0.01,0.01,-0.02,
299.51,0.01,-0.00,-0.00,-0.02,-0.03,0.00,-0.02,0.00,-0.03,-0.01,-0.01,-0.03,
299.95,-0.00,0.01,-0.01,-0.02,-0.03,0.00,-0.02,0.01,-0.01,-0.01,-0.02,-0.04,
300.38,-0.01,0.01,-0.02,-0.02,-0.02,0.01,-0.03,0.01,-0.01,-0.02,-0.02,-0.02,
300.82,-0.01,-0.00,-0.01,-0.02,-0.01,0.00,-0.03,-0.00,-0.02,-0.02,-0.00,-0.02,
301.25,-0.00,-0.01,0.00,-0.02,-0.00,0.00,-0.03,-0.02,-0.03,-0.02,0.00,-0.02,
301.68,-0.00,-0.01,0.01,-0.01,-0.00,0.01,-0.02,-0.02,-0.03,-0.02,-0.00,-0.01,
302.12,-0.01,-0.02,0.00,-0.02,0.01,0.02,-0.01,-0.02,-0.03,-0.01,-0.01,-0.01,
302.55,-0.00,-0.01,0.02,-0.02,0.01,0.02,-0.00,-0.03,-0.02,-0.02,-0.01,-0.02,
302.99,0.00,0.01,0.02,-0.02,-0.01,0.02,-0.02,-0.02,-0.01,-0.02,-0.01,-0.03,
303.42,0.00,-0.00,0.00,-0.02,-0.02,0.00,-0.02,-0.01,0.01,-0.01,-0.02,-0.03,
303.85,0.01,-0.01,0.00,-0.02,-0.01,-0.00,-0.01,-0.02,0.01,-0.00,-0.01,-0.01,
304.29,0.01,-0.00,0.02,-0.02,0.00,-0.02,-0.01,-0.03,-0.01,-0.00,0.00,-0.02,
304.72,0.02,-0.00,0.02,-0.02,-0.01,-0.01,-0.02,-0.03,-0.01,-0.01,-0.01,-0.02,
305.15,0.01,-0.02,0.00,-0.01,-0.01,0.01,0.00,-0.03,-0.02,-0.01,-0.02,-0.03,
305.59,0.00,-0.01,-0.01,-0.01,-0.00,0.01,0.02,-0.02,-0.02,-0.02,-0.03,-0.03,
306.02,0.00,-0.00,-0.00,-0.01,-0.00,0.01,0.02,-0.01,-0.01,-0.04,-0.03,-0.02,
